Date,Close,High,Low,Open,Volume
2025-02-05,13.350000381469728,13.350000381469728,12.579999923706056,13.0,80153700
2025-02-06,13.239999771118164,14.140000343322754,13.130000114440918,13.8100004196167,136341200
2025-02-07,12.65999984741211,13.43000030517578,12.65999984741211,13.300000190734863,78447080
2025-02-10,12.539999961853027,13.100000381469728,12.510000228881836,12.720000267028809,33742470
2025-02-11,12.43000030517578,12.890000343322754,12.260000228881836,12.56999969482422,41503520
2025-02-12,13.670000076293944,13.670000076293944,12.399999618530272,12.4399995803833,43529770
2025-02-13,15.029999732971191,15.029999732971191,13.859999656677246,14.0600004196167,34946390
2025-02-14,13.529999732971191,16.530000686645508,13.529999732971191,15.850000381469728,104104200
2025-02-17,12.18000030517578,13.729999542236328,12.18000030517578,13.300000190734863,92532510
2025-02-18,11.479999542236328,12.300000190734863,11.420000076293944,12.199999809265137,33851760
2025-02-19,11.289999961853027,12.619999885559082,11.289999961853027,11.65999984741211,167707700
2025-02-20,10.760000228881836,11.68000030517578,10.68000030517578,11.529999732971191,41531070
2025-02-21,10.239999771118164,11.170000076293944,10.0,10.779999732971191,38993430
2025-02-24,10.789999961853027,10.979999542236328,10.270000457763672,10.300000190734863,38184050
2025-02-25,10.869999885559082,11.130000114440918,10.649999618530272,10.84000015258789,24901180
2025-02-26,10.829999923706056,11.25,10.720000267028809,10.989999771118164,23231750
2025-02-27,11.0,11.050000190734863,10.670000076293944,10.890000343322754,19579410
2025-02-28,12.100000381469728,12.100000381469728,10.90999984741211,11.06999969482422,37988990
2025-03-03,11.359999656677246,12.850000381469728,11.260000228881836,12.489999771118164,40220560
2025-03-04,11.630000114440918,12.199999809265137,11.270000457763672,11.449999809265137,32570310
2025-03-05,11.779999732971191,12.489999771118164,11.34000015258789,11.720000267028809,45298460
2025-03-06,11.920000076293944,12.18000030517578,11.68000030517578,11.970000267028809,18758400
2025-03-07,12.1899995803833,12.34000015258789,11.920000076293944,12.0,15121570
2025-03-10,12.779999732971191,13.350000381469728,12.229999542236328,12.239999771118164,34189420
2025-03-11,11.640000343322754,12.859999656677246,11.510000228881836,12.829999923706056,23307740
2025-03-12,11.979999542236328,12.260000228881836,11.520000457763672,11.670000076293944,23545910
2025-03-13,12.489999771118164,12.600000381469728,11.789999961853027,11.979999542236328,24340930
2025-03-14,12.100000381469728,12.779999732971191,11.869999885559082,12.489999771118164,18657870
2025-03-17,11.649999618530272,12.270000457763672,11.600000381469728,12.210000038146973,13426610
2025-03-18,11.729999542236328,11.920000076293944,11.550000190734863,11.68000030517578,13953750
2025-03-19,10.5600004196167,11.3100004196167,10.5600004196167,11.149999618530272,11867050
2025-03-20,10.800000190734863,10.949999809265137,10.479999542236328,10.5600004196167,13098240
2025-03-21,9.789999961853027,10.869999885559082,9.720000267028809,10.779999732971191,6810042
2025-03-24,10.369999885559082,10.43000030517578,9.6899995803833,10.029999732971191,12380500
2025-03-25,10.84000015258789,10.960000038146973,10.5,10.770000457763672,8889174
2025-03-26,10.770000457763672,11.140000343322754,10.5600004196167,10.84000015258789,11832870
2025-03-27,11.5,11.800000190734863,10.630000114440918,10.890000343322754,17004890
2025-03-28,11.6899995803833,12.229999542236328,11.3100004196167,11.630000114440918,18228830
2025-04-02,12.0,12.489999771118164,11.470000267028809,11.729999542236328,22058430
2025-04-03,11.609999656677246,12.210000038146973,11.609999656677246,12.18000030517578,15459480
2025-04-04,12.25,12.699999809265137,11.609999656677246,11.609999656677246,38437660
2025-04-07,12.119999885559082,12.699999809265137,11.859999656677246,12.039999961853027,40831660
2025-04-08,12.15999984741211,12.270000457763672,11.93000030517578,12.149999618530272,43844860
2025-04-09,12.09000015258789,12.600000381469728,12.020000457763672,12.09000015258789,47935120
2025-04-10,12.079999923706056,12.489999771118164,11.989999771118164,12.390000343322754,35430110
2025-04-11,12.239999771118164,12.420000076293944,12.09000015258789,12.109999656677246,29673110
2025-04-14,12.869999885559082,13.09000015258789,12.229999542236328,12.3100004196167,40047410
2025-04-15,12.100000381469728,12.960000038146973,12.079999923706056,12.920000076293944,26445200
2025-04-16,12.449999809265137,12.609999656677246,11.8100004196167,12.149999618530272,42458200
2025-04-17,12.369999885559082,12.68000030517578,12.329999923706056,12.449999809265137,19165570
2025-04-18,12.850000381469728,13.600000381469728,12.600000381469728,12.949999809265137,60705390
2025-04-21,12.75,13.079999923706056,12.670000076293944,12.970000267028809,18729290
2025-04-22,12.739999771118164,13.0,12.5,12.81999969482422,19930790
2025-04-24,13.140000343322754,13.34000015258789,12.640000343322754,12.720000267028809,19674150
2025-04-25,12.989999771118164,14.449999809265137,12.789999961853027,13.029999732971191,70471210
2025-04-28,13.739999771118164,13.90999984741211,12.869999885559082,12.979999542236328,33140480
2025-04-29,13.109999656677246,14.170000076293944,12.979999542236328,13.779999732971191,30667000
2025-04-30,13.0,13.3100004196167,12.899999618530272,13.109999656677246,17450160
2025-05-02,13.31999969482422,13.359999656677246,12.90999984741211,13.029999732971191,17290280
2025-05-05,13.869999885559082,14.18000030517578,13.300000190734863,13.420000076293944,18921380
2025-05-06,14.369999885559082,14.550000190734863,13.800000190734863,13.880000114440918,13293610
2025-05-07,14.140000343322754,14.5600004196167,14.020000457763672,14.170000076293944,9357851
2025-05-08,14.68000030517578,15.279999732971191,14.09000015258789,14.220000267028809,16074360
2025-05-09,15.40999984741211,15.760000228881836,14.5600004196167,14.5600004196167,15283760
2025-05-12,15.380000114440918,15.970000267028809,15.06999969482422,15.5,13627500
2025-05-13,16.149999618530273,16.299999237060547,15.100000381469728,15.359999656677246,16749340
2025-05-14,16.780000686645508,16.979999542236328,15.739999771118164,16.229999542236328,14287640
2025-05-15,17.6299991607666,18.079999923706055,16.579999923706055,16.780000686645508,14958510
2025-05-16,18.18000030517578,18.38999938964844,17.559999465942383,17.850000381469727,11175340
2025-05-20,18.200000762939453,18.950000762939453,17.450000762939453,18.200000762939453,13828530
2025-05-21,16.3799991607666,19.229999542236328,16.3799991607666,18.260000228881836,16751600
2025-05-22,14.75,15.81999969482422,14.75,15.31999969482422,21452440
2025-05-23,13.279999732971191,14.3100004196167,13.279999732971191,13.949999809265137,68289050
2025-05-26,11.979999542236328,12.800000190734863,11.960000038146973,12.56999969482422,79701400
2025-05-27,12.239999771118164,12.609999656677246,12.010000228881836,12.210000038146973,57120940
2025-05-28,12.329999923706056,12.56999969482422,12.130000114440918,12.25,24357610
2025-05-29,11.550000190734863,12.470000267028809,11.350000381469728,12.40999984741211,26562230
2025-05-30,11.300000190734863,11.609999656677246,11.170000076293944,11.609999656677246,12701460
2025-06-02,12.43000030517578,12.43000030517578,11.06999969482422,11.289999961853027,27778800
2025-06-03,13.670000076293944,13.670000076293944,12.25,12.640000343322754,43835390
2025-06-04,15.029999732971191,15.029999732971191,13.399999618530272,13.699999809265137,42213900
2025-06-05,15.970000267028809,16.200000762939453,15.0,15.029999732971191,25179260
2025-06-10,17.350000381469727,17.350000381469727,15.1899995803833,15.960000038146973,41494310
2025-06-11,15.869999885559082,17.389999389648438,15.869999885559082,17.200000762939453,35470140
2025-06-12,16.18000030517578,16.799999237060547,15.100000381469728,15.890000343322754,31844560
2025-06-13,15.31999969482422,16.709999084472656,15.31999969482422,16.100000381469727,41185240
2025-06-16,13.789999961853027,15.489999771118164,13.789999961853027,15.34000015258789,71081850
2025-06-17,13.40999984741211,13.579999923706056,12.420000076293944,12.949999809265137,102098200
2025-06-18,12.06999969482422,13.770000457763672,12.06999969482422,13.369999885559082,84235640
2025-06-19,11.300000190734863,12.06999969482422,11.06999969482422,12.0,57179500
2025-06-20,11.300000190734863,11.829999923706056,11.149999618530272,11.300000190734863,28788100
2025-06-23,10.75,11.199999809265137,10.699999809265137,11.09000015258789,23895440
2025-06-24,11.149999618530272,11.420000076293944,10.789999961853027,11.09000015258789,39817160
2025-06-25,11.050000190734863,11.329999923706056,11.029999732971191,11.229999542236328,22969980
2025-06-26,10.93000030517578,11.220000267028809,10.880000114440918,10.949999809265137,18643970
2025-06-27,10.739999771118164,10.970000267028809,10.68000030517578,10.93000030517578,14553300
2025-06-30,10.979999542236328,11.18000030517578,10.6899995803833,10.829999923706056,20576610
2025-07-01,10.880000114440918,11.06999969482422,10.789999961853027,10.979999542236328,17357280
2025-07-02,10.739999771118164,10.850000381469728,10.68000030517578,10.800000190734863,14874580
2025-07-03,11.100000381469728,11.300000190734863,10.670000076293944,10.760000228881836,39529160
2025-07-04,11.039999961853027,11.170000076293944,10.949999809265137,11.149999618530272,11554160
2025-07-07,10.949999809265137,11.270000457763672,10.699999809265137,10.960000038146973,17348238
