Ticker,Date,Open,High,Low,Close,Return
AVOD.IS,2020-06-02,2.570665195985391,4.627263742083223,-4.62725188684938,-3.341925216473606,-3.34
AVOD.IS,2020-07-03,-0.5025231018800366,2.7637901567161793,-3.2663538136207153,0.25122099591550806,0.25
AVOD.IS,2021-03-16,0.0,0.6451499650602861,-2.5806692834591645,-2.5806692834591645,-2.58
AVOD.IS,2022-08-09,0.904976496891065,3.1674177391187275,-0.904976496891065,1.3574647453365973,1.36
AVOD.IS,2022-09-15,0.694443754575898,9.37499896519718,-2.4305614194381997,7.9861031776228275,7.99
AVOD.IS,2022-11-25,0.0,3.4883687082273678,0.0,3.197671315875087,3.2
AVOD.IS,2022-12-01,0.5181404116228937,2.0725431165496904,-2.331604057390195,-1.813469822414596,-1.81
AVOD.IS,2023-07-18,1.086955465418649,9.78260566753346,1.086955465418649,9.78260566753346,9.78
AVOD.IS,2023-08-23,2.4886907605358357,8.597287508635931,-0.4524882484455325,0.22623873013735932,0.23
AVOD.IS,2025-01-13,0.3225803474481751,5.161293250092945,-0.3225803474481751,1.6129094281630185,1.61
ACSEL.IS,2020-05-21,1.941752278670818,9.611655174992782,-2.912616877456374,4.466026462010791,4.47
ACSEL.IS,2021-11-25,1.7506326132204702e-06,3.64794127058994,-1.5634056340441491,-1.100175043505306,-1.1
ACSEL.IS,2022-12-12,1.0714364358458235,2.0238119956473293,-2.7380930511994572,-1.845235854915688,-1.85
ACSEL.IS,2023-07-14,-3.7814869246269112e-06,0.21620912735557665,-5.945949502587715,-4.000000331029944,-4.0
ADEL.IS,2020-10-02,0.7957378958960062,9.991138516461486,-4.244046469259075,9.991138516461486,9.99
ADEL.IS,2020-12-09,-0.07734162767769245,3.5576178026547054,-4.253675326646583,-1.856154386395287,-1.86
ADEL.IS,2021-08-23,0.8633185498530743,4.6762664922625765,-1.5107886206296188,0.3597167326153202,0.36
ADEL.IS,2021-12-09,-4.984606485346679e-06,4.131143100887877,-1.1147595276891857,1.7704897321489999,1.77
ADEL.IS,2022-07-29,2.2912810016659497e-07,0.22074881413983446,-3.0905080309200423,-3.0169228300924615,-3.02
ADEL.IS,2022-10-10,0.10811058250633705,2.702702702702709,-1.2972960600981955,0.0,0.0
ADEL.IS,2022-10-20,0.7407465605648502,4.285710451754514,-2.1164011683120627,3.2275154383789055,3.23
ADESE.IS,2020-07-14,-0.45245868466986816,5.882355876570399,-2.262405702167099,4.524917445439824,4.52
ADESE.IS,2020-10-13,1.9531462030425977,4.687522885823756,-3.5156287021185486,0.7812520193373902,0.78
ADESE.IS,2022-08-26,0.9434066238083006,5.660383512049811,-1.886790755296625,2.8301973791049044,2.83
ADESE.IS,2022-09-13,1.7391288122742863,9.565218833533967,0.8695644061371431,3.4782679905739657,3.48
ADESE.IS,2022-11-04,1.4705868173635692,2.2058802260453536,-2.9411736347271384,-2.2058802260453536,-2.21
ADESE.IS,2022-11-09,0.0,0.7299263086460757,-6.5693454792226476,-5.839419170576587,-5.84
ADESE.IS,2022-12-06,2.162160072298822,6.486486660641765,-4.3243265883429425,-1.081080036149423,-1.08
ADESE.IS,2023-09-25,4.048579088026744,9.716599463838127,4.048579088026744,9.716599463838127,9.72
ADESE.IS,2024-02-05,0.0,7.6612925709348145,-0.4032254188043424,5.645155863260793,5.65
ADESE.IS,2024-02-13,0.0,1.6835000617720859,-5.050508212877766,-4.040408175814514,-4.04
ADESE.IS,2024-02-21,0.0,5.000003178914388,-3.3333301544189453,-1.3333320617675781,-1.33
ADESE.IS,2025-06-24,1.1664862472684452,6.7868437851181085,0.7423085106985656,3.3934218925590542,3.39
ADGYO.IS,2024-03-05,-1.9509724567976943,3.751875980927277,-4.80239667566018,-2.451224495890804,-2.45
ADGYO.IS,2024-07-23,-0.17606035817856275,2.758211784637964,-1.87794357382491,0.5868454738753696,0.59
ADGYO.IS,2025-06-23,0.0,9.543085778835822,-3.007521285303598,-1.677275304635221,-1.68
AFYON.IS,2021-01-26,0.3502656940367538,0.7005280663178324,-4.028018134933588,-3.502620401055128,-3.5
AFYON.IS,2022-04-08,0.8356527244175647,7.799441116143185,0.5571014543959891,6.128133496013704,6.13
AFYON.IS,2022-04-19,0.9708727399511037,3.640778963474164,-2.9126188042877095,-1.4563094751981576,-1.46
AFYON.IS,2022-08-08,1.8182014425920399,3.636381841869332,1.5584613855524192,2.337681556671268,2.34
AFYON.IS,2022-09-12,3.97488405343161,9.832628636683799,3.97488405343161,9.832628636683799,9.83
AFYON.IS,2023-01-03,0.6396442256381459,5.543695310459452,-4.051182384272294,-3.6247436015531713,-3.62
AFYON.IS,2024-11-08,-2.672227085191289e-06,1.521356131825764,-3.8033941020532507,-2.457580561756769,-2.46
AGHOL.IS,2020-06-02,-0.05643700261121444,2.766827367146659,-0.9034249294576945,1.806917050633031,1.81
AGHOL.IS,2020-06-15,-0.7537571130301445,1.8090584104137577,-1.4572717170340124,-0.7537571130301445,-0.75
AGHOL.IS,2021-02-22,0.11785221352872262,0.6482007772354055,-4.832060221378923,-4.007067322539557,-4.01
AGHOL.IS,2021-08-20,0.4746797784481883,0.712019432699242,-3.7974717225286097,-2.2943029741916194,-2.29
AGHOL.IS,2021-10-26,-5.730951480602632e-06,4.0488842340526965,-0.5347627209942364,3.8960996449765943,3.9
AGHOL.IS,2021-11-04,1.0691405450282816,2.993584638018495,0.21383130398888142,2.993584638018495,2.99
AGHOL.IS,2021-11-17,0.37782976619434444,2.3299734404030006,-1.5113341698393077,0.8186398893738019,0.82
AGHOL.IS,2022-04-06,-0.05001937796451647,1.8009104297834038,-1.400697112684782,-1.1505663054136115,-1.15
AGHOL.IS,2022-04-13,0.09397497795734096,0.7988693214207414,-4.558279288139969,-3.5714325851536017,-3.57
AGHOL.IS,2022-06-21,0.27751030450892855,1.295083325788964,-1.0638443719560666,-1.0175898497867966,-1.02
AGHOL.IS,2022-06-23,-0.2654843580957437,2.6106201001290454,-1.4159278293047854,0.0,0.0
AGHOL.IS,2022-07-13,0.09276996632497052,5.565869940184805,0.09276996632497052,3.8033452601471383,3.8
AGHOL.IS,2022-08-15,0.8695489825091924,2.1117848541041844,-2.484484079794217,1.925457055370977,1.93
AGHOL.IS,2022-09-13,1.0919532371134129,5.747129284014351,-2.9885013812160257,1.264368788742944,1.26
AGHOL.IS,2023-06-06,4.789013566152347e-06,0.8395585153206901,-1.4925312149918637,-0.8395418203205292,-0.84
AGHOL.IS,2023-07-17,1.080242600134112,3.1635734898130727,-0.4629672105549666,2.469133784505576,2.47
AGHOL.IS,2023-08-10,1.091955248568727,6.494259613742606,-1.0344798787210399,2.988508815391272,2.99
AGHOL.IS,2023-09-08,0.041474970395114205,5.01866284284088,-0.7465772445467987,0.953958147912521,0.95
AGHOL.IS,2024-02-06,0.2107050603758556,1.0535200626831918,-0.5478297277343885,-0.25284576296045314,-0.25
AGHOL.IS,2024-04-08,0.6825934061890595,2.389078040192255,-0.3412973742128618,2.1331053450917796,2.13
AGHOL.IS,2024-04-26,2.3442295997746847e-07,0.39215709808735905,-1.8039213384332942,-1.1764703565702557,-1.18
AGHOL.IS,2024-05-02,0.15396393269997155,3.5411848497167315,-6.544371637318697e-07,2.3094681526197216,2.31
AGHOL.IS,2024-05-08,-9.198866017214889e-06,1.044766824429405,-2.611949257104599,-0.8955315045478252,-0.9
AGHOL.IS,2024-05-10,0.14619869005544653,1.0964910863844342,-1.0233919515802463,0.5116957655665878,0.51
AGHOL.IS,2024-12-09,0.3474606573687771,3.266154111391969,-0.48645175806642293,-0.20848095292134552,-0.21
AGHOL.IS,2024-12-12,3.4387948139312985,5.502068646656003,1.7881757477515605,2.8885884585380577,2.89
